BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï1,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï2,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,•Ï3,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼1,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼2,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,’¼3,B1,B2,B3
92,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.707265773,5.414531545,6.768164432,8.121797318,9.475430204,10.82906309,12.18269598,13.53632886,0,0,0,0,0,0,0,0,3.648783477,7.297566955,9.121958693,10.94635043,12.77074217,14.59513391,16.41952565,18.24391739,3.913737702,7.827475403,9.784344254,11.7412131,13.69808196,15.65495081,17.61181966,19.56868851,0,-15.73092426,-9.973723185
93,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.574734955,5.14946991,6.436837387,7.724204865,9.011572342,10.29893982,11.5863073,12.87367477,0,0,0,0,0,0,0,0,3.349945447,6.699890894,8.374863617,10.04983634,11.72480906,13.39978179,15.07475451,16.74972723,3.89217664,7.78435328,9.730441599,11.67652992,13.62261824,15.56870656,17.51479488,19.4608832,0,-16.12067762,-10.01585329
94,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.434520673,4.869041346,6.086301683,7.303562019,8.520822356,9.738082693,10.95534303,12.17260337,0,0,0,0,0,0,0,0,3.114184359,6.228368718,7.785460897,9.342553077,10.89964526,12.45673744,14.01382962,15.57092179,3.870861894,7.741723789,9.677154736,11.61258568,13.54801663,15.48344758,17.41887852,19.35430947,0,-16.40110579,-10.05983353
95,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.356820832,4.713641665,5.892052081,7.070462497,8.248872913,9.42728333,10.60569375,11.78410416,0,0,0,0,0,0,0,0,2.845172892,5.690345784,7.112932229,8.535518675,9.958105121,11.38069157,12.80327801,14.22586446,3.860305801,7.720611602,9.650764503,11.5809174,13.5110703,15.4412232,17.3713761,19.30152901,0,-16.69886994,-10.08262285
96,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.204277454,4.408554908,5.510693636,6.612832363,7.71497109,8.817109817,9.919248544,11.02138727,0,0,0,0,0,0,0,0,2.371048952,4.742097905,5.927622381,7.113146857,8.298671333,9.484195809,10.66972029,11.85524476,3.839391967,7.678783934,9.598479918,11.5181759,13.43787188,15.35756787,17.27726385,19.19695984,0,-17.17967149,-10.13001609
97,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.042944342,4.085888684,5.107360855,6.128833026,7.150305197,8.171777368,9.193249538,10.21472171,0,0,0,0,0,0,0,0,2.001931727,4.003863455,5.004829319,6.005795182,7.006761046,8.00772691,9.008692774,10.00965864,3.818704534,7.637409069,9.546761336,11.4561136,13.36546587,15.27481814,17.1841704,19.09352267,0,-17.52409682,-10.18012416
98,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,1.872390819,3.744781638,4.680977047,5.617172457,6.553367866,7.489563276,8.425758685,9.361954095,0,0,0,0,0,0,0,0,1.357570118,2.715140237,3.393925296,4.072710355,4.751495414,5.430280473,6.109065532,6.787850592,3.798155041,7.596310082,9.495387602,11.39446512,13.29354264,15.19262016,17.09169768,18.9907752,0,-18.07853174,-10.23331006
99,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,1.692201789,3.384403578,4.230504473,5.076605368,5.922706262,6.768807157,7.614908052,8.461008946,0,0,0,0,0,0,0,0,0.860486419,1.720972837,2.151216046,2.581459256,3.011702465,3.441945674,3.872188883,4.302432093,3.777601618,7.555203236,9.444004046,11.33280485,13.22160566,15.11040647,16.99920728,18.88800809,0,-18.47451938,-10.28994654
100,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,1.501983531,3.003967063,3.754958828,4.505950594,5.25694236,6.007934125,6.758925891,7.509917657,0,0,0,0,0,0,0,0,0.303333161,0.606666321,0.758332902,0.909999482,1.061666062,1.213332643,1.364999223,1.516665803,3.756843823,7.513687647,9.392109558,11.27053147,13.14895338,15.02737529,16.9057972,18.78421912,0,-18.89254809,-10.35041618
101,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,1.301370354,2.602740708,3.253425886,3.904111063,4.55479624,5.205481417,5.856166594,6.506851771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735617299,7.471234598,9.339043248,11.2068519,13.07466055,14.9424692,16.81027785,18.6780865,0,-19.56273288,-10.41511131
102,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,1.090032208,2.180064416,2.72508052,3.270096624,3.815112728,4.360128832,4.905144936,5.450161041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713588269,7.427176537,9.283970672,11.14076481,12.99755894,14.85435307,16.71114721,18.56794134,0,-20.03951422,-10.48443404
103,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.702148133,7.404296267,9.255370333,11.1064444,12.95751847,14.80859253,16.6596666,18.51074067,0,-20.80182178,-10.5209591
104,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678123649,7.356247299,9.195309124,11.03437095,12.87343277,14.7124946,16.55155642,18.39061825,0,-21.34272652,-10.5979986
105,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65212085,7.304241701,9.130302126,10.95636255,12.78242298,14.6084834,16.43454383,18.26060425,0,-21.91082826,-10.68071377
106,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623517196,7.247034393,9.058792991,10.87055159,12.68231019,14.49406879,16.30582738,18.11758598,0,-22.81595432,-10.76954098
107,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591593866,7.183187732,8.978984665,10.7747816,12.57057853,14.36637546,16.1621724,17.95796933,0,-23.45602726,-10.86492633
108,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555529324,7.111058649,8.888823311,10.66658797,12.44435264,14.2221173,15.99988196,17.77764662,0,-24.12651303,-10.96732574
109,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.514392722,7.028785444,8.785981805,10.54317817,12.30037453,14.05757089,15.81476725,17.57196361,0,0,-11.07720489
110,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.467137127,6.934274253,8.667842817,10.40141138,12.13497994,13.86854851,15.60211707,17.33568563,0,0,-11.19503925
111,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440854095,6.88170819,8.602135238,10.32256229,12.04298933,13.76341638,15.48384343,17.20427048,0,0,-11.25709088
112,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.382185968,6.764371936,8.45546492,10.1465579,11.83765089,13.52874387,15.21983686,16.91092984,0,0,-11.38777093
113,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314227716,6.628455433,8.285569291,9.942683149,11.59979701,13.25691087,14.91402472,16.57113858,0,0,-11.52763764
114,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.235470384,6.470940768,8.08867596,9.706411151,11.32414634,12.94188154,14.55961673,16.17735192,0,0,-11.6772007
115,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14425639,6.288512779,7.860640974,9.432769169,11.00489736,12.57702556,14.14915375,15.72128195,0,0,-11.83697958
116,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038771834,6.077543667,7.596929584,9.116315501,10.63570142,12.15508733,13.67447325,15.19385917,0,0,-12.00750353
117,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.917038633,5.834077267,7.292596583,8.7511159,10.20963522,11.66815453,13.12667385,14.58519317,0,0,-12.1893116
118,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.849413774,5.698827549,7.123534436,8.548241323,9.972948211,11.3976551,12.82236199,14.24706887,0,0,-12.2846183
119,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69921975,5.3984395,6.748049375,8.09765925,9.447269125,10.796879,12.14648888,13.49609875,0,0,-12.48438462
120,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.527060461,5.054120923,6.317651154,7.581181384,8.844711615,10.10824185,11.37177208,12.63530231,0,0,-12.69682542
121,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33031884,4.660637681,5.825797101,6.990956521,8.156115942,9.321275362,10.48643478,11.6515942,0,0,-12.92251397
122,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.106176172,4.212352343,5.265440429,6.318528515,7.371616601,8.424704687,9.477792773,10.53088086,0,0,-13.16203332
123,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851603305,3.703206609,4.629008262,5.554809914,6.480611567,7.406413219,8.332214871,9.258016524,0,0,-13.41597628
124,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563351697,3.126703393,3.908379242,4.69005509,5.471730938,6.253406787,7.035082635,7.816758483,0,0,-13.68494546
125,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237944288,2.475888575,3.094860719,3.713832863,4.332805007,4.95177715,5.570749294,6.189721438,0,0,-13.96955324
126,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.060155808,2.120311616,2.65038952,3.180467424,3.710545327,4.240623231,4.770701135,5.300779039,0,0,-14.11791565
127,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671972417,1.343944835,1.679931043,2.015917252,2.351903461,2.687889669,3.023875878,3.359862087,0,0,-14.42715095
128,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236879412,0.473758825,0.592198531,0.710638237,0.829077944,0.94751765,1.065957356,1.184397062,0,0,-14.75359859
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0979052
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.46072716
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.84273065
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.24459163
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.66699581
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.88611857
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.34064472
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.8174712
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.31731797
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.84091478
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.38900115
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
